,Price,Street,City,Province,Bed,Bath,sqft
1462,2195000,3903-311 Bay Street,Toronto,ON,2 bed,2 bath,1400-1599 sqft
1463,799900,809-80 Mill Street,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1464,1200000,942 Scarlett Road,Toronto,ON,3 bed,2 bath,1500-2000 sqft
1465,2475000,133 Marion Street,Toronto,ON,5 bed,3 bath,
1466,3380000,349 Mckee Avenue,Toronto,ON,4+2 bed,5 bath,3500-5000 sqft
1467,1900000,3201-2045 Lake Shore Boulevard,Toronto,ON,3+1 bed,3 bath,3250-3499 sqft
1468,799000,602-22 Wellesley Street E,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1469,719900,410-1121 Steeles Avenue W,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1470,1180000,46 Kawneer Terrace,Toronto,ON,4 bed,4 bath,2000-2500 sqft
1471,1189888,1102 Pape Avenue,Toronto,ON,3+1 bed,3 bath,
1472,1099000,511-560 Front Street W,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1473,699000,2812-386 Yonge Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1474,879000,508-39 Queens Quay E,Toronto,ON,1+1 bed,2 bath,700-799 sqft
1475,3349000,1503/04-900 Yonge Street,Toronto,ON,3 bed,3 bath,3500-3749 sqft
1476,5350000,PH 33-3600 Yonge Street,Toronto,ON,3 bed,5 bath,4500-4749 sqft
1477,1349000,20 Fairweather Road,Toronto,ON,3+1 bed,2 bath,
1478,899900,7-88 George Henry Boulevard,Toronto,ON,3 bed,2 bath,1400-1599 sqft
1479,999999,201 Bicknell Avenue,Toronto,ON,3+1 bed,3 bath,2000-2500 sqft
1480,3200000,195 Dovercourt Road,Toronto,ON,6 bed,7 bath,3500-5000 sqft
1481,2799000,88 Caines Avenue,Toronto,ON,4+3 bed,8 bath,3500-5000 sqft
1482,799000,10-1252 King Street W,Toronto,ON,2+1 bed,1 bath,900-999 sqft
1483,7280000,109 Scollard Street,Toronto,ON,3+1 bed,5 bath,3500-5000 sqft
1484,4880000,100-113 Dupont Street,Toronto,ON,2 bed,4 bath,4250-4499 sqft
1485,4880000,100-113 Dupont Street,Toronto,ON,2 bed,4 bath,4250-4499 sqft
1486,1849000,107 Larchmere Avenue,Toronto,ON,4+1 bed,4 bath,
1487,2129000,57 Holborne Avenue,Toronto,ON,4 bed,4 bath,
1488,3299000,3316 Bayview Avenue,Toronto,ON,5+2 bed,6 bath,5000+ sqft
1489,1387000,74 Wye Valley Road,Toronto,ON,3 bed,3 bath,
1490,709900,606-2220 Lake Shore Boulevard W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1491,599000,322-20 Shore Breeze Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
1492,688000,813-2799 Kingston Road,Toronto,ON,2 bed,2 bath,800-899 sqft
1493,1399000,203-200 Woodbine Avenue,Toronto,ON,3 bed,2 bath,1600-1799 sqft
1494,1050000,424-628 Fleet Street,Toronto,ON,2 bed,2 bath,900-999 sqft
1495,599900,1213-210 Simcoe Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1496,1725000,35 Freemon Redmon Circle,Toronto,ON,4 bed,5 bath,2500-3000 sqft
1497,1288000,19 Yardley Avenue,Toronto,ON,2+1 bed,2 bath,
1498,2790000,32 Heathview Avenue,Toronto,ON,3+1 bed,3 bath,
1499,599900,511-1990 Bloor Street W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1500,1075000,726-25 Greenview Avenue,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1501,649900,2307-403 Church Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1502,1049800,303-95 Prince Arthur Avenue,Toronto,ON,1+1 bed,1 bath,800-899 sqft
1503,799800,1004-1060 Sheppard Avenue W,Toronto,ON,2 bed,2 bath,900-999 sqft
1504,699999,2506-710 Humberwood Boulevard,Toronto,ON,2 bed,1 bath,700-799 sqft
1505,1599000,3206-65 Harbour Square,Toronto,ON,2 bed,2 bath,1400-1599 sqft
1506,774900,807-2301 Danforth Avenue,Toronto,ON,2 bed,2 bath,600-699 sqft
1507,1238000,1602-386 Yonge Street,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1508,790000,3507-318 Richmond Street W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1509,649000,318-10 Sunrise Avenue,Toronto,ON,4+1 bed,2 bath,1200-1399 sqft
1510,499800,555-24 Southport Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1511,699900,1001-7 Mabelle Avenue,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1512,839000,101-28 Harrison Garden Boulevard,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1513,899000,323 Gilbert Avenue,Toronto,ON,3 bed,2 bath,
1514,849000,1409-295 Adelaide Street W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1515,799000,30-3500 Brimley Road,Toronto,ON,4 bed,2 bath,1400-1599 sqft
1516,735000,2816-19 Bathurst Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1517,899000,3202-2240 Lake Shore Boulevard W,Toronto,ON,2 bed,1 bath,700-799 sqft
1518,720000,2705-2 Sonic Way,Toronto,ON,2 bed,2 bath,700-799 sqft
1519,1289000,5 Southlawn Drive,Toronto,ON,3+2 bed,3 bath,700-1100 sqft
1520,499999,328-38 Monte Kwinter Court,Toronto,ON,2 bed,1 bath,500-599 sqft
1521,1675000,277 Gilmour Avenue,Toronto,ON,3+2 bed,3 bath,
1522,819900,3007-80 John Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1523,579000,307-50 Bruyeres Mews,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1524,4895000,84 Weybourne Crescent,Toronto,ON,4+1 bed,5 bath,3500-5000 sqft
1525,999000,92 Silverstone Drive,Toronto,ON,3+2 bed,2 bath,
1526,1199000,84 Patterson Avenue,Toronto,ON,3+1 bed,2 bath,
1527,599900,504-251 Manitoba Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1528,1760000,TH5-500 Doris Avenue,Toronto,ON,3+1 bed,3 bath,2000-2249 sqft
1529,1695000,125 Banff Road,Toronto,ON,2 bed,2 bath,
1530,499900,404-3 Massey Square,Toronto,ON,2 bed,1 bath,900-999 sqft
1531,789900,211-17 Anndale Drive,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1532,1599000,30 Arbroath Crescent,Toronto,ON,4 bed,2 bath,
1533,899000,2008-35 Balmuto Street,Toronto,ON,2+1 bed,2 bath,900-999 sqft
1534,899000,38 Hilldale Road,Toronto,ON,2 bed,2 bath,
1535,749000,247-1589 Albion Road,Toronto,ON,3+2 bed,3 bath,1200-1399 sqft
1536,998000,2203-155 Yorkville Avenue,Toronto,ON,2 bed,2 bath,700-799 sqft
1537,1795000,378 Cleveland Street,Toronto,ON,2+1 bed,2 bath,
1538,649000,710-4 Spadina Avenue,Toronto,ON,1 bed,1 bath,500-599 sqft
1539,1029000,101-76 Aerodrome Crescent,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1540,4888888,62 Edenvale Crescent,Toronto,ON,4+1 bed,5 bath,3000-3500 sqft
1541,1699000,2 Doerr Road,Toronto,ON,3+2 bed,6 bath,
1542,1279800,2209-375 King Street W,Toronto,ON,2 bed,3 bath,1000-1199 sqft
1543,599999,733-165 Legion Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1544,1359000,3005-8 The Espalande Street,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1545,2595000,5001-115 Blue Jays Way,Toronto,ON,3 bed,3 bath,1800-1999 sqft
1546,1898000,UPH07-955 Bay Street,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1547,3895000,58 Mcnairn Avenue,Toronto,ON,Investment,8159 sqft,
1548,799000,203-3835 Lake Shore Boulevard W,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1549,799900,302-95 Prince Arthur Avenue,Toronto,ON,1+1 bed,1 bath,800-899 sqft
1550,779000,804-5 Kenneth Avenue,Toronto,ON,1+1 bed,2 bath,1200-1399 sqft
1551,2275000,97 Marion Street,Toronto,ON,4 bed,2 bath,2000-2500 sqft
1552,1150000,87 Bernice Crescent,Toronto,ON,3+1 bed,3 bath,
1553,1899000,54 Centre Avenue,Toronto,ON,3+1 bed,1 bath,
1554,1098000,2616 Lake Shore Boulevard W,Toronto,ON,3 bed,2 bath,
1555,999800,11 Songwood Drive,Toronto,ON,3 bed,2 bath,
1556,998000,1003-2221 Yonge Street E,Toronto,ON,2 bed,2 bath,600-699 sqft
1557,1169700,1067 Davenport Road,Toronto,ON,3+1 bed,3 bath,
1558,1289000,158 Robert Hicks Drive,Toronto,ON,4+2 bed,4 bath,3000-3500 sqft
1559,779000,628-31 Tippett Road,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1560,1648000,238 Torresdale Avenue,Toronto,ON,3+2 bed,3 bath,2500-3000 sqft
1561,799000,PH108-18 Hollywood Avenue,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1562,699900,942B-15 Iceboat Terrace,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1563,708000,802-260 Merton Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1564,840000,1602-1215 York Mills Road,Toronto,ON,2 bed,2 bath,800-899 sqft
1565,1799000,339 Windermere Avenue,Toronto,ON,3 bed,3 bath,
1566,599899,1107-21 Lawren Harris Square,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1567,599000,1005-455 Sentinel Road,Toronto,ON,2 bed,1 bath,900-999 sqft
1568,599000,208-1060 Sheppard Avenue W,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1569,499000,1208-255 Village Green Square,Toronto,ON,1 bed,1 bath,0-499 sqft
1570,479990,226-50 Lynn Williams Street,Toronto,ON,– bed,1 bath,0-499 sqft
1571,1295000,447 Queen Street E,Toronto,ON,2+1 bed,2 bath,1100-1500 sqft
1572,1729000,114 Marchmount Road,Toronto,ON,4+1 bed,4 bath,
1573,7488000,288 Dawlish Avenue,Toronto,ON,4+1 bed,7 bath,
1574,999998,257 Robina Avenue,Toronto,ON,2+2 bed,2 bath,700-1100 sqft
1575,899000,1110-10 Parklawn Road,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1576,579900,2111-235 Sherway Gardens Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1577,749000,17M-6 Rosebank Drive,Toronto,ON,3+1 bed,2 bath,1000-1199 sqft
1578,699900,1707-270 Queens Quay W,Toronto,ON,1 bed,1 bath,700-799 sqft
1579,1188000,PH02-2230 Lake Shore Boulevard W,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
1580,399999,101-4064 Lawrence Avenue E,Toronto,ON,3 bed,2 bath,1400-1599 sqft
1581,849900,44-121 Centennial Road,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1582,1979000,290 Horsham Avenue,Toronto,ON,2+2 bed,3 bath,
1583,1267000,TH276-15 Greenview Avenue,Toronto,ON,3 bed,3 bath,1600-1799 sqft
1584,619000,503-115 Blue Jays Way,Toronto,ON,1 bed,1 bath,0-499 sqft
1585,749000,E18-50 Orchard Place Drive,Toronto,ON,3 bed,3 bath,1000-1199 sqft
1586,3099000,2602-200 Cumberland Street,Toronto,ON,2 bed,3 bath,1200-1399 sqft
1587,1119000,108 Main Street,Toronto,ON,3 bed,2 bath,
1588,698868,1308-1461 Lawrence Avenue,Toronto,ON,2 bed,2 bath,600-699 sqft
1589,1399000,2 Leona Drive,Toronto,ON,3+1 bed,2 bath,
1590,799000,7-17 Eaton Park Lane,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
1591,1389000,928-55 Stewart Street,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1592,1288000,17 Myrna Lane,Toronto,ON,3+1 bed,4 bath,
1593,1125000,#710-1 Balmoral Avenue,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1594,599900,4004-70 Temperance Street,Toronto,ON,– bed,1 bath,0-499 sqft
1595,1325000,793 Coxwell Avenue,Toronto,ON,3+1 bed,2 bath,
1596,999999,34 Moorecroft Crescent,Toronto,ON,3+1 bed,3 bath,
1597,699990,509-65 Annie Craig Drive,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1598,1050000,616-90 Park Lawn Road,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1599,1888000,503-200 Woodbine Avenue,Toronto,ON,2+1 bed,2 bath,1600-1799 sqft
1600,3688000,191 Parkview Avenue,Toronto,ON,4+2 bed,5 bath,3500-5000 sqft
1601,699999,1104-18 Yorkville Avenue S,Toronto,ON,1 bed,1 bath,0-499 sqft
1602,659000,1402-58 Orchard View Boulevard,Toronto,ON,1 bed,1 bath,500-599 sqft
1603,2650000,1004-505 Richmond Street W,Toronto,ON,2+1 bed,3 bath,1400-1599 sqft
1604,998000,93 Montezuma Trail,Toronto,ON,3+1 bed,3 bath,
1605,845000,309-492 Eglinton Avenue E,Toronto,ON,1+1 bed,2 bath,600-699 sqft
1606,619900,906-100 Canyon Avenue,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1607,899800,86 Valley Stream Drive,Toronto,ON,3+1 bed,2 bath,
1608,799000,2 Thunder Grove,Toronto,ON,3+1 bed,2 bath,1200-1399 sqft
1609,1048000,UPH09-7 Lorraine Drive,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1610,688800,1106-18 Hollywood Avenue,Toronto,ON,1+1 bed,1 bath,900-999 sqft
1611,4388000,12 Hearthstone Crescent,Toronto,ON,5+2 bed,8 bath,5000+ sqft
1612,1439000,354 Burnhamthorpe Road,Toronto,ON,3+2 bed,2 bath,
1613,799000,1515-35 Bales Avenue,Toronto,ON,2 bed,2 bath,900-999 sqft
1614,998000,1701-45 Charles Street E,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1615,699000,2809-90 Park Lawn Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1616,674900,1026-38 Joe Shuster Way,Toronto,ON,2 bed,1 bath,600-699 sqft
1617,3850,815-81 Navy Wharf Court,Toronto,ON,2 bed,2 bath,1001 to 1500 sqft
1618,2090000,35 Delwood Drive,Toronto,ON,4+1 bed,4 bath,2500-3000 sqft
1619,125000,PARKING-197 Yonge Street,Toronto,ON,– bed,– bath,
1620,1988888,1238 Avenue Road,Toronto,ON,3 bed,3 bath,
1621,725000,2110-88 Park Lawn Road,Toronto,ON,2 bed,2 bath,700-799 sqft
1622,1029990,209-1316 Kingston Road,Toronto,ON,2 bed,2 bath,900-999 sqft
1623,799900,5508-197 Yonge Street,Toronto,ON,– bed,1 bath,0-499 sqft
1624,1799000,473 Shaw Street,Toronto,ON,5+1 bed,3 bath,2000-2500 sqft
1625,1400000,17 Boundy Crescent,Toronto,ON,4+1 bed,3 bath,
1626,799000,601-10 Old York Mills Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1627,788000,2103-88 Sheppard Avenue E,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1628,1299900,60 Mack Avenue,Toronto,ON,4+1 bed,4 bath,
1629,599000,2508-33 Singer Court,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1630,1499999,2 Wincrest Drive,Toronto,ON,3 bed,1 bath,
1631,599000,4303-2220 Lakeshore Boulevard W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1632,399999,209-234 Albion Road,Toronto,ON,2 bed,1 bath,900-999 sqft
1633,779000,311-199 Richmond Street W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1634,1549500,501-155 St Clair Avenue W,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1635,649900,1207-160 Flemington Road,Toronto,ON,2 bed,1 bath,500-599 sqft
1636,1449000,5508-1 Yorkville Avenue,Toronto,ON,3 bed,2 bath,700-799 sqft
1637,3250000,81 Markham Street,Toronto,ON,5 bed,4 bath,
1638,2795000,PH3-660 Sheppard Avenue E,Toronto,ON,2+2 bed,3 bath,2000-2249 sqft
1639,597000,3901-99 Harbour Square,Toronto,ON,1 bed,1 bath,600-699 sqft
1640,648880,1107-1461 Lawrence Avenue W,Toronto,ON,2 bed,2 bath,600-699 sqft
1641,960000,1702-101 Charles Street E,Toronto,ON,1 bed,1 bath,700-799 sqft
1642,1799000,705-10 Tichester Road,Toronto,ON,2 bed,2 bath,1400-1599 sqft
1643,800000,9 Linden Avenue,Toronto,ON,3 bed,1 bath,
1644,599000,945-151 Dan Leckie Way,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1645,1358000,40 Coleridge Avenue,Toronto,ON,Investment,1250 sqft,
1646,659000,1607-10 Markbrook Lane,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1647,1799000,712-77 Harbour Square,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1648,3265000,811-1 Bedford Road,Toronto,ON,2+1 bed,3 bath,1800-1999 sqft
1649,735000,1603-197 Yonge Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1650,2495000,505-110 Bloor Street W,Toronto,ON,2 bed,2 bath,1800-1999 sqft
1651,968000,106 Roebuck Drive,Toronto,ON,3+1 bed,1 bath,700-1100 sqft
1652,1699900,5104-65 Bremner Boulevard,Toronto,ON,2 bed,2 bath,1400-1599 sqft
1653,1754000,902-10 Tichester Road,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
1654,649900,103-5795 Yonge Street,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1655,749000,353-10 Capreol Court,Toronto,ON,2 bed,2 bath,700-799 sqft
1656,888000,92 Powell Road,Toronto,ON,2 bed,2 bath,
1657,3299000,270 Floyd Avenue,Toronto,ON,4+2 bed,3 bath,
1658,1129000,305-1941 Queen Street,Toronto,ON,1 bed,2 bath,1000-1199 sqft
1659,899000,718-2799 Kingston Road,Toronto,ON,2 bed,2 bath,800-899 sqft
1660,1488000,3 Revlis Crescent,Toronto,ON,4 bed,4 bath,2000-2500 sqft
1661,1099990,1103-32 Davenport Road,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1662,1799000,110 Richardson Avenue,Toronto,ON,4+2 bed,4 bath,2500-3000 sqft
1663,1599000,108 Poplar Road,Toronto,ON,4+2 bed,4 bath,
1664,429000,212-123 Woodbine Avenue,Toronto,ON,– bed,1 bath,0-499 sqft
1665,732000,1708-4968 Yonge Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1666,2990000,5103-1 Yorkville Avenue,Toronto,ON,2+1 bed,3 bath,1400-1599 sqft
1667,1990000,45 Katherine Road,Toronto,ON,4+3 bed,7 bath,3000-3500 sqft
1668,2298000,578 Durie Street,Toronto,ON,5+2 bed,3 bath,
1669,1149900,277 Conlins Road,Toronto,ON,3+2 bed,2 bath,
1670,699000,1510-5508 Yonge Street,Toronto,ON,2 bed,2 bath,800-899 sqft
1671,919000,411-3 Mcalpine Street,Toronto,ON,1 bed,1 bath,1000-1199 sqft
1672,799000,1711-28 Ted Rogers Way,Toronto,ON,2 bed,1 bath,700-799 sqft
1673,1574900,29 Kintyre Avenue,Toronto,ON,4 bed,3 bath,
1674,3999000,26 Lloydminster Crescent,Toronto,ON,4+1 bed,7 bath,3500-5000 sqft
1675,839000,2707-20 Thomas Riley Road,Toronto,ON,2 bed,2 bath,800-899 sqft
1676,696900,522-50 George Butchart Drive,Toronto,ON,2 bed,2 bath,600-699 sqft
1677,699000,3602-161 Roehampton Avenue W,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1678,799000,8-1252 King Street W,Toronto,ON,2+1 bed,1 bath,800-899 sqft
1679,599000,606-701 Sheppard Avenue W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1680,739900,156-313 Richmond Street E,Toronto,ON,1 bed,1 bath,700-799 sqft
1681,1599000,688 Beresford Avenue,Toronto,ON,2 bed,2 bath,
1682,1488000,63 Cleveland Street,Toronto,ON,2 bed,2 bath,
1683,775000,310-20 Blue Jays Way,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1684,1568000,46 Munhall Road,Toronto,ON,3+1 bed,2 bath,
1685,2290000,9 Northbrook Road,Toronto,ON,3+1 bed,4 bath,2000-2500 sqft
1686,499888,1510-17 Zorra Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1687,538000,1209-501 St. Clair Avenue W,Toronto,ON,– bed,1 bath,0-499 sqft
1688,549000,404-15 Grenville Street,Toronto,ON,– bed,1 bath,0-499 sqft
1689,1399000,801-101 Charles Street E,Toronto,ON,2+2 bed,3 bath,1400-1599 sqft
1690,379000,106-234 Albion Road,Toronto,ON,2 bed,1 bath,900-999 sqft
1691,529000,4311-251 Jarvis Street,Toronto,ON,– bed,1 bath,0-499 sqft
1692,1858000,2962 Bayview Avenue,Toronto,ON,3 bed,3 bath,2000-2500 sqft
1693,838000,901-30 Nelson Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1694,988000,314-32 Davenport Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1695,1480000,54-1 Elsie Lane,Toronto,ON,3 bed,3 bath,1500-2000 sqft
1696,599000,307-1185 The Queensway Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1697,2149000,558 Willard Avenue,Toronto,ON,4+2 bed,3 bath,2000-2500 sqft
1698,2100000,566 Vaughan Road,Toronto,ON,2 bed,1 bath,
1699,4995000,212 Dinnick Crescent,Toronto,ON,4+1 bed,6 bath,
1700,559000,3105-70 Temperance Street,Toronto,ON,– bed,1 bath,0-499 sqft
1701,849900,64 Fennimore Crescent,Toronto,ON,3 bed,2 bath,
1702,1125000,103 Carrera Boulevard,Toronto,ON,3 bed,4 bath,1500-2000 sqft
1703,1699000,PH04-220 George Street,Toronto,ON,3 bed,4 bath,2250-2499 sqft
1704,599000,1912-75 Queens Wharf Road,Toronto,ON,1 bed,1 bath,500-599 sqft
1705,699000,615-25 Greenview Avenue,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1706,999000,1003-2 Clairtrell Road,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1707,499000,807-180 Fairview Mall Drive,Toronto,ON,1 bed,1 bath,0-499 sqft
1708,1350000,39 Galbraith Avenue,Toronto,ON,2+3 bed,2 bath,
1709,3088000,329 Parkview Avenue,Toronto,ON,4+1 bed,6 bath,3500-5000 sqft
1710,4480000,5906-180 University Avenue,Toronto,ON,2+1 bed,3 bath,2000-2249 sqft
1711,1998000,PH 12-761 Bay Street,Toronto,ON,2 bed,3 bath,1400-1599 sqft
1712,1498000,91 Roanoke Road,Toronto,ON,4+1 bed,2 bath,
1713,1380000,59 Gloxinia Crescent,Toronto,ON,5+1 bed,3 bath,2000-2500 sqft
1714,4688000,69 Munro Boulevard,Toronto,ON,4+2 bed,5 bath,3500-5000 sqft
1715,829900,4001-100 Harbour Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1716,399900,1608-235 Grandravine Heights Drive,Toronto,ON,2 bed,1 bath,1000-1199 sqft
1717,788000,N2710-6 Sonic Way,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1718,599900,250 Jarvis Street,Toronto,ON,2 bed,1 bath,897 sqft
1719,1199000,603-17 Ruddington Drive,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1720,1188000,613-89 Skymark Drive,Toronto,ON,3+1 bed,3 bath,2000-2249 sqft
1721,1388888,41 Dromore Crescent,Toronto,ON,3 bed,2 bath,
1722,600000,2008-8 Lee Centre Drive,Toronto,ON,2 bed,2 bath,800-899 sqft
1723,649999,603-251 Manitoba Street,Toronto,ON,1 bed,1 bath,600-699 sqft
1724,648888,2205-60 Brian Harrison Way,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1725,389900,403-320 Dixon Road,Toronto,ON,2+2 bed,1 bath,1000-1199 sqft
1726,499900,418-128 Fairview Mall Drive,Toronto,ON,1 bed,1 bath,0-499 sqft
1727,699000,723-120 Dallimore Circle,Toronto,ON,1 bed,1 bath,500-599 sqft
1728,849900,209-1350 Kingston Road,Toronto,ON,2 bed,2 bath,700-799 sqft
1729,698000,1917-2627 Mccowan Road,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1730,1779000,57 Woodbine Avenue,Toronto,ON,3 bed,2 bath,
1731,1699000,514-1 Bloor Street E,Toronto,ON,2+1 bed,3 bath,1600-1799 sqft
1732,925000,2608-30 Roehampton Avenue,Toronto,ON,2 bed,2 bath,800-899 sqft
1733,808000,404-500 Sherbourne Street,Toronto,ON,2 bed,2 bath,700-799 sqft
1734,949000,2201-75 Wynford Heights Crescent,Toronto,ON,3 bed,2 bath,1800-1999 sqft
1735,899000,3502-125 Blue Jays Way,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1736,760000,2306-1001 Bay Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1737,948000,47 Jacob Fisher Drive,Toronto,ON,3 bed,3 bath,
1738,1190000,12 Mac Frost Way,Toronto,ON,4 bed,4 bath,2000-2500 sqft
1739,879900,60 George Butchart Drive,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1740,799900,909-318 Richmond Street W,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1741,735000,321-50 George Butchart Drive,Toronto,ON,2 bed,2 bath,700-799 sqft
1742,2548000,49 Macpherson Avenue,Toronto,ON,4+1 bed,3 bath,2000-2500 sqft
1743,585000,907-180 Fairview Mall Drive,Toronto,ON,1 bed,1 bath,0-499 sqft
1744,1499000,301-211 St Patrick Street,Toronto,ON,2+1 bed,2 bath,1600-1799 sqft
1745,768800,608-701 Sheppard Avenue W,Toronto,ON,2 bed,2 bath,800-899 sqft
1746,899000,1505-50 Bruyeres Mews,Toronto,ON,2 bed,2 bath,700-799 sqft
1747,1900,2109-11 Brunel Court,Toronto,ON,1 bed,1 bath,0 to 500 sqft
1748,2499000,904 Avenue Road,Toronto,ON,4 bed,4 bath,2000-2500 sqft
1749,999000,4606-101 Charles Street E,Toronto,ON,2 bed,2 bath,800-899 sqft
1750,779900,1607-600 Fleet Street,Toronto,ON,2 bed,1 bath,600-699 sqft
1751,1050000,1926-25 Greenview Avenue,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1752,869000,301-38 Forest Manor Road,Toronto,ON,2 bed,2 bath,700-799 sqft
1753,958000,26 Penmarric Place,Toronto,ON,3+1 bed,3 bath,
1754,674999,705-49 Silverstone Drive,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1755,799888,1408-7 Concorde Place,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
1756,1559000,45 Heathrow Drive,Toronto,ON,4+4 bed,4 bath,
1757,1275000,1101-110 Marine Parade Drive,Toronto,ON,2+1 bed,3 bath,1000-1199 sqft
1758,699900,1108-21 Markbrook Lane,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1759,1088000,280 Derrydown Road,Toronto,ON,4+2 bed,2 bath,
1760,629900,708-2645 Kipling Avenue W,Toronto,ON,2 bed,1 bath,900-999 sqft
1761,4488000,55 Forest Grove Drive,Toronto,ON,4+2 bed,3 bath,
1762,1490000,39 Burnt Bark Drive,Toronto,ON,4+2 bed,5 bath,2000-2500 sqft
1763,2380000,540 Bathurst Street,Toronto,ON,6+2 bed,3 bath,
1764,860000,50 Thomas Riley Road,Toronto,ON,2 bed,2 bath,800-899 sqft
1765,800000,1403-255 Village Green Square,Toronto,ON,2 bed,2 bath,700-799 sqft
1766,1450000,68 Baronial Court,Toronto,ON,4+1 bed,4 bath,
1767,5995000,9 Roxborough Street W,Toronto,ON,4+1 bed,6 bath,3000-3500 sqft
1768,989000,1107-1910 Lake Shore Boulevard W,Toronto,ON,2 bed,2 bath,900-999 sqft
1769,2998000,145 Marlborough Place,Toronto,ON,3 bed,2 bath,
1770,1799000,37 Tefley Road,Toronto,ON,3+1 bed,3 bath,
1771,1548000,4705-70 Annie Craig Drive,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
